timestamp,controller,controller_type,recipe,pv_mean,pv_std,pv_range,sp_mean,co_mean,co_std,aae,iae,co_travel,pct_auto,dominant_mode,oscillation_index,n_samples
2018-05-01T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.5078,1.0384,5.1853,4.25,37.651,0.2781,0.8989,3236.0292,14.5563,100.0,Auto,19,120
2018-05-01T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.18,0.8275,4.3399,4.25,37.4499,0.2217,0.6475,2331.1348,14.6956,100.0,Auto,33,120
2018-05-01T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2376,0.8706,3.9757,4.25,37.9147,0.2185,0.7261,2614.0004,14.5043,100.0,Auto,29,120
2018-05-01T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.3378,0.9719,4.6412,4.25,37.7665,0.2813,0.8035,2892.4749,15.9612,100.0,Auto,23,120
2018-05-01T08:00:00+00:00,PIC-001,Pressure,Recipe A,3.9501,0.9816,4.3399,4.25,37.4556,0.3932,0.8423,3032.3036,17.0915,100.0,Auto,41,120
2018-05-01T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.3928,0.9549,4.0971,4.25,37.6952,0.2475,0.7861,2829.9617,15.7099,100.0,Auto,30,120
2018-05-01T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.6501,0.8015,3.8586,4.25,37.1124,0.4275,0.7211,2596.0656,16.4166,100.0,Auto,44,120
2018-05-01T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.2603,0.7935,3.256,4.25,36.5712,0.221,0.6539,2354.0919,14.9192,100.0,Auto,40,120
2018-05-01T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.1312,0.9725,4.7041,4.25,36.9018,0.2647,0.7866,2831.9307,15.3184,100.0,Auto,28,120
2018-05-01T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.1336,0.7821,4.2185,4.25,37.1381,0.193,0.6058,2180.7342,15.3849,100.0,Auto,29,120
2018-05-01T14:00:00+00:00,PIC-001,Pressure,Recipe A,4.252,0.9251,4.1015,4.25,37.3772,0.2283,0.7592,2733.2702,14.619,100.0,Auto,31,120
2018-05-01T15:00:00+00:00,PIC-001,Pressure,Recipe A,4.2085,1.2839,5.5473,4.25,36.8815,0.485,1.0877,3915.744,15.604,100.0,Auto,23,120
2018-05-01T16:00:00+00:00,PIC-001,Pressure,Recipe A,4.2051,0.8814,5.3631,4.25,37.5151,0.2272,0.7057,2540.38,17.4091,100.0,Auto,40,120
2018-05-01T17:00:00+00:00,PIC-001,Pressure,Recipe A,4.3605,0.9841,4.457,4.25,37.9359,0.3004,0.8083,2909.7688,15.9515,100.0,Auto,31,120
2018-05-01T18:00:00+00:00,PIC-001,Pressure,Recipe A,4.1259,0.8915,4.4613,4.25,37.7388,0.211,0.7106,2558.0934,19.5728,100.0,Auto,46,120
2018-05-01T19:00:00+00:00,PIC-001,Pressure,Recipe A,4.5827,0.8758,4.5827,4.25,36.9961,0.2477,0.7898,2843.4072,16.7786,100.0,Auto,36,120
2018-05-01T20:00:00+00:00,PIC-001,Pressure,Recipe A,4.1534,0.9272,3.8543,4.25,36.6877,0.2519,0.7798,2807.1036,16.8349,100.0,Auto,31,120
2018-05-01T21:00:00+00:00,PIC-001,Pressure,Recipe A,4.1745,0.8148,3.8565,4.25,37.475,0.2778,0.6577,2367.639,15.6404,100.0,Auto,37,120
2018-05-01T22:00:00+00:00,PIC-001,Pressure,Recipe A,4.0958,0.8536,5.1268,4.25,37.2584,0.3311,0.7124,2564.7987,14.3159,100.0,Auto,29,120
2018-05-01T23:00:00+00:00,PIC-001,Pressure,Recipe A,4.2187,0.9821,4.8255,4.25,37.8609,0.241,0.7973,2870.359,17.084,100.0,Auto,33,120
2018-05-02T00:00:00+00:00,PIC-001,Pressure,Recipe A,3.8977,0.8899,4.5783,4.25,38.3877,0.4834,0.7397,2663.0434,17.3088,100.0,Auto,38,120
2018-05-02T01:00:00+00:00,PIC-001,Pressure,Recipe A,4.6462,0.8256,4.1578,4.25,38.0025,0.3475,0.7321,2635.4934,16.2452,100.0,Auto,44,120
2018-05-02T02:00:00+00:00,PIC-001,Pressure,Recipe A,4.1514,1.1459,5.0596,4.25,38.1788,0.3353,0.9503,3420.9889,17.3951,100.0,Auto,31,120
2018-05-02T03:00:00+00:00,PIC-001,Pressure,Recipe A,4.0576,0.8191,4.1578,4.25,37.8967,0.2887,0.6713,2416.7034,16.7524,100.0,Auto,41,120
2018-05-02T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.2608,0.8018,3.7372,4.25,38.3121,0.2015,0.6589,2372.0231,15.1979,100.0,Auto,30,120
2018-05-02T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.4748,1.0115,4.8211,4.25,37.6257,0.2883,0.8616,3101.7932,17.3495,100.0,Auto,37,120
2018-05-02T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2674,0.8292,4.1578,4.25,37.7382,0.1899,0.6946,2500.6034,16.8226,100.0,Auto,42,120
2018-05-02T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.0324,0.8948,4.9425,4.25,38.05,0.349,0.6982,2513.5352,19.0355,100.0,Auto,45,120
2018-05-02T08:00:00+00:00,PIC-001,Pressure,Recipe A,4.6336,0.8825,4.4613,4.25,37.6806,0.2659,0.7784,2802.3962,15.7886,100.0,Auto,30,120
2018-05-02T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.5673,1.1095,5.9094,4.25,36.5604,0.4922,0.949,3416.29,18.6534,100.0,Auto,33,120
2018-05-02T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.4804,1.0378,5.064,4.25,36.5102,0.419,0.8301,2988.4334,14.9275,100.0,Auto,30,120
2018-05-02T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.186,0.9042,4.5783,4.25,36.1646,0.2335,0.7187,2587.2653,15.3545,100.0,Auto,30,120
2018-05-02T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.2575,0.8492,4.7919,4.25,35.3328,0.2239,0.6807,2450.4322,14.9239,100.0,Auto,28,120
2018-05-02T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.3566,0.6705,3.4652,4.25,35.4922,0.1566,0.5355,1927.9406,14.1364,100.0,Auto,45,120
2018-05-02T14:00:00+00:00,PIC-001,Pressure,Recipe A,4.295,0.7635,3.4944,4.25,35.1259,0.2545,0.6404,2305.2976,14.2952,100.0,Auto,34,120
2018-05-02T15:00:00+00:00,PIC-001,Pressure,Recipe A,4.4112,0.8708,5.2753,4.25,35.1618,0.2028,0.6766,2435.916,15.1639,100.0,Auto,39,120
2018-05-02T16:00:00+00:00,PIC-001,Pressure,Recipe A,3.7295,0.8505,3.8879,4.25,35.5844,0.4723,0.7864,2830.9958,13.7892,100.0,Auto,25,120
2018-05-02T17:00:00+00:00,PIC-001,Pressure,Recipe A,4.6177,0.8328,3.8293,4.25,35.741,0.4383,0.728,2620.8268,14.0439,100.0,Auto,30,120
2018-05-02T18:00:00+00:00,PIC-001,Pressure,Recipe A,3.9814,1.1162,4.91,4.25,35.357,0.5217,0.9792,3525.0479,15.4283,100.0,Auto,19,120
2018-05-02T19:00:00+00:00,PIC-001,Pressure,Recipe A,3.9884,1.2179,5.8497,4.25,36.3479,0.3912,0.9944,3579.8056,15.5299,100.0,Auto,31,120
2018-05-02T20:00:00+00:00,PIC-001,Pressure,Recipe A,4.5137,1.0898,5.3046,4.25,36.3498,0.2974,0.8828,3178.2043,16.577,100.0,Auto,32,120
2018-05-02T21:00:00+00:00,PIC-001,Pressure,Recipe A,4.6303,1.1519,5.0954,4.25,34.9011,0.2977,0.9858,3548.9893,13.9699,100.0,Auto,23,120
2018-05-02T22:00:00+00:00,PIC-001,Pressure,Recipe A,3.9484,0.926,4.7311,4.25,35.8886,0.2596,0.7456,2684.06,13.7162,100.0,Auto,21,120
2018-05-02T23:00:00+00:00,PIC-001,Pressure,Recipe A,4.1643,0.7743,4.0678,4.25,36.2156,0.2301,0.624,2246.368,15.7241,100.0,Auto,40,120
2018-05-03T00:00:00+00:00,PIC-001,Pressure,Recipe A,3.9665,0.9366,4.3996,4.25,37.0499,0.2381,0.7538,2713.5902,13.8747,100.0,Auto,28,120
2018-05-03T01:00:00+00:00,PIC-001,Pressure,Recipe A,3.9772,0.7453,4.0082,4.25,37.3366,0.2546,0.6243,2247.5467,15.2481,100.0,Auto,40,120
2018-05-03T02:00:00+00:00,PIC-001,Pressure,Recipe A,4.1882,0.7097,3.553,4.25,37.7299,0.176,0.5901,2124.3833,15.3367,100.0,Auto,37,120
2018-05-03T03:00:00+00:00,PIC-001,Pressure,Recipe A,4.1595,0.7668,3.6776,4.25,37.9074,0.2321,0.6367,2292.1153,15.3273,100.0,Auto,42,120
2018-05-03T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.5274,1.0092,4.3984,4.25,37.6442,0.2759,0.8928,3214.1105,13.1061,100.0,Auto,18,120
2018-05-03T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.1282,0.7972,3.436,4.25,37.4624,0.2202,0.6371,2293.6559,14.2367,100.0,Auto,33,120
2018-05-03T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2321,0.8449,4.432,4.25,37.9163,0.2131,0.7045,2536.3082,13.894,100.0,Auto,25,120
2018-05-03T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.3614,0.9773,4.2477,4.25,37.76,0.2821,0.8157,2936.3898,15.0315,100.0,Auto,21,120
2018-05-03T08:00:00+00:00,PIC-001,Pressure,Recipe A,3.9657,0.9647,4.4298,4.25,37.455,0.4005,0.8067,2904.1787,15.7488,100.0,Auto,37,120
2018-05-03T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.3946,0.9646,4.5827,4.25,37.6938,0.2495,0.8137,2929.4301,13.8362,100.0,Auto,22,120
2018-05-03T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.6629,0.7547,4.0082,4.25,37.105,0.4206,0.7086,2550.9351,13.9014,100.0,Auto,42,120
2018-05-03T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.278,0.7681,3.8565,4.25,36.5681,0.2169,0.6321,2275.4777,13.4274,100.0,Auto,36,120
2018-05-03T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.1134,0.948,4.1892,4.25,36.9067,0.2569,0.7738,2785.7096,13.2617,100.0,Auto,31,120
2018-05-03T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.1393,0.7297,3.2235,4.25,37.1381,0.1842,0.5882,2117.3723,13.9384,100.0,Auto,36,120
2018-05-03T14:00:00+00:00,PIC-001,Pressure,Recipe A,4.2283,0.9,4.0678,4.25,37.3826,0.2238,0.7281,2621.083,13.6674,100.0,Auto,27,120
2018-05-03T15:00:00+00:00,PIC-001,Pressure,Recipe A,4.2048,1.2334,5.2742,4.25,36.8831,0.4809,1.0211,3675.9773,13.0261,100.0,Auto,19,120
2018-05-03T16:00:00+00:00,PIC-001,Pressure,Recipe A,4.1586,0.8318,4.612,4.25,37.5243,0.2241,0.6751,2430.3551,14.2799,100.0,Auto,31,120
2018-05-03T17:00:00+00:00,PIC-001,Pressure,Recipe A,4.4127,0.9317,4.0993,4.25,37.924,0.2912,0.7712,2776.3421,13.9878,100.0,Auto,23,120
2018-05-03T18:00:00+00:00,PIC-001,Pressure,Recipe A,4.1776,0.86,4.6098,4.25,37.7286,0.2028,0.6786,2442.8439,16.1098,100.0,Auto,30,120
2018-05-03T19:00:00+00:00,PIC-001,Pressure,Recipe A,4.5742,0.8326,4.4602,4.25,36.9945,0.2435,0.7341,2642.8214,13.6939,100.0,Auto,26,120
2018-05-03T20:00:00+00:00,PIC-001,Pressure,Recipe A,4.1818,0.9021,4.0396,4.25,36.682,0.2545,0.7691,2768.879,15.2809,100.0,Auto,23,120
2018-05-03T21:00:00+00:00,PIC-001,Pressure,Recipe A,4.2174,0.8251,3.6169,4.25,37.4658,0.2862,0.6787,2443.3277,13.6035,100.0,Auto,37,120
2018-05-03T22:00:00+00:00,PIC-001,Pressure,Recipe A,4.092,0.7928,4.0667,4.25,37.2616,0.3192,0.642,2311.0819,13.022,100.0,Auto,23,120
2018-05-03T23:00:00+00:00,PIC-001,Pressure,Recipe A,4.1514,0.9265,4.6715,4.25,37.8751,0.2331,0.7311,2631.8073,14.6115,100.0,Auto,34,120
2018-05-04T00:00:00+00:00,PIC-001,Pressure,Recipe A,3.8779,0.8174,3.6158,4.25,38.3961,0.4812,0.7161,2578.0427,12.2793,100.0,Auto,35,120
2018-05-04T01:00:00+00:00,PIC-001,Pressure,Recipe A,4.6155,0.8034,3.9183,4.25,38.0055,0.3442,0.7231,2602.9989,13.7712,100.0,Auto,38,120
2018-05-04T02:00:00+00:00,PIC-001,Pressure,Recipe A,4.1906,1.111,5.182,4.25,38.1699,0.3315,0.907,3265.1928,13.6778,100.0,Auto,15,120
2018-05-04T03:00:00+00:00,PIC-001,Pressure,Recipe A,4.0527,0.7776,4.2163,4.25,37.8996,0.2884,0.6335,2280.4843,15.282,100.0,Auto,41,120
2018-05-04T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.2651,0.8006,3.4641,4.25,38.3104,0.2008,0.6675,2403.1329,14.235,100.0,Auto,36,120
2018-05-04T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.4618,0.9668,4.8222,4.25,37.6263,0.2791,0.8199,2951.6189,13.205,100.0,Auto,27,120
2018-05-04T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2858,0.825,3.4978,4.25,37.7349,0.1893,0.6761,2434.049,16.1561,100.0,Auto,31,120
2018-05-04T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.0618,0.8414,5.181,4.25,38.0464,0.3424,0.6353,2287.0258,14.6042,100.0,Auto,34,120
2018-05-04T08:00:00+00:00,PIC-001,Pressure,Recipe A,4.6201,0.8056,3.1021,4.25,37.6798,0.2523,0.7157,2576.6231,13.3066,100.0,Auto,25,120
2018-05-04T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.5354,1.063,5.3371,4.25,36.5632,0.4799,0.9012,3244.4159,13.4198,100.0,Auto,23,120
2018-05-04T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.4593,0.9925,4.8548,4.25,36.5121,0.4178,0.809,2912.4392,13.3605,100.0,Auto,38,120
2018-05-04T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.1866,0.9032,4.5816,4.25,36.1568,0.2443,0.7028,2530.1999,15.3124,100.0,Auto,30,120
2018-05-04T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.2588,0.9014,6.512,4.25,35.3335,0.2335,0.6962,2506.4647,17.575,100.0,Auto,32,120
2018-05-04T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.378,0.6885,3.4945,4.25,35.487,0.159,0.551,1983.4466,13.5719,100.0,Auto,33,120
2018-05-04T14:00:00+00:00,PIC-001,Pressure,Recipe A,4.3069,0.7986,4.6998,4.25,35.1235,0.2589,0.638,2296.8665,13.1688,100.0,Auto,22,120
2018-05-04T15:00:00+00:00,PIC-001,Pressure,Recipe A,4.4173,0.915,4.8255,4.25,35.1591,0.2117,0.7195,2590.3487,15.7859,100.0,Auto,40,120
2018-05-04T16:00:00+00:00,PIC-001,Pressure,Recipe A,3.7114,0.9136,5.3631,4.25,35.5938,0.481,0.8215,2957.4177,17.143,100.0,Auto,35,120
2018-05-04T17:00:00+00:00,PIC-001,Pressure,Recipe A,4.6576,0.8655,4.9426,4.25,35.7283,0.4379,0.7809,2811.3341,14.3765,100.0,Auto,30,120
2018-05-04T18:00:00+00:00,PIC-001,Pressure,Recipe A,3.9535,1.143,5.4238,4.25,35.3666,0.5325,0.9914,3568.9782,15.9909,100.0,Auto,21,120
2018-05-04T19:00:00+00:00,PIC-001,Pressure,Recipe A,3.9872,1.2337,6.5077,4.25,36.3499,0.393,1.0051,3618.3435,15.0203,100.0,Auto,22,120
2018-05-04T20:00:00+00:00,PIC-001,Pressure,Recipe A,4.5264,1.1029,4.9426,4.25,36.3443,0.3025,0.9179,3304.2723,15.7078,100.0,Auto,32,120
2018-05-04T21:00:00+00:00,PIC-001,Pressure,Recipe A,4.5623,1.2047,5.5451,4.25,34.9109,0.3009,1.0202,3672.8867,17.6012,100.0,Auto,25,120
2018-05-04T22:00:00+00:00,PIC-001,Pressure,Recipe A,3.9719,0.9244,4.4613,4.25,35.8868,0.2578,0.7568,2724.3808,16.6674,100.0,Auto,29,120
2018-05-04T23:00:00+00:00,PIC-001,Pressure,Recipe A,4.2012,0.8473,5.4238,4.25,36.2089,0.2452,0.669,2408.4087,18.7291,100.0,Auto,44,120
2018-05-05T00:00:00+00:00,PIC-001,Pressure,Recipe A,3.96,0.9564,5.0639,4.25,37.0548,0.2389,0.7759,2793.2557,15.6953,100.0,Auto,32,120
2018-05-05T01:00:00+00:00,PIC-001,Pressure,Recipe A,3.9686,0.7938,3.6159,4.25,37.3408,0.2639,0.6895,2482.2327,16.5976,100.0,Auto,38,120
2018-05-05T02:00:00+00:00,PIC-001,Pressure,Recipe A,4.1605,0.7436,3.4923,4.25,37.7357,0.1827,0.6276,2259.2754,14.9215,100.0,Auto,33,120
2018-05-05T03:00:00+00:00,PIC-001,Pressure,Recipe A,4.1379,0.7943,3.9779,4.25,37.9138,0.2432,0.649,2336.4798,16.053,100.0,Auto,30,120
2018-05-05T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.5108,1.0374,5.1853,4.25,37.645,0.2752,0.898,3232.8531,14.5181,100.0,Auto,20,120
2018-05-05T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.168,0.8351,4.3399,4.25,37.4549,0.2276,0.6575,2366.8291,14.6956,100.0,Auto,33,120
2018-05-05T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2426,0.8648,3.9757,4.25,37.9147,0.2185,0.7211,2595.9197,14.582,100.0,Auto,30,120
2018-05-05T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.3518,0.9724,4.6412,4.25,37.76,0.2845,0.8056,2900.2245,15.9738,100.0,Auto,23,120
2018-05-05T08:00:00+00:00,PIC-001,Pressure,Recipe A,3.936,0.9753,4.3399,4.25,37.4638,0.3988,0.8402,3024.554,16.9492,100.0,Auto,41,120
2018-05-05T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.3938,0.9541,4.0971,4.25,37.6924,0.2434,0.7851,2826.4499,15.7359,100.0,Auto,30,120
2018-05-05T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.6511,0.8003,3.8586,4.25,37.1025,0.4233,0.7201,2592.4236,16.4687,100.0,Auto,44,120
2018-05-05T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.2684,0.7934,3.256,4.25,36.5704,0.2207,0.654,2354.5578,15.0095,100.0,Auto,41,120
2018-05-05T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.1231,0.9714,4.7041,4.25,36.9058,0.2637,0.7865,2831.4648,15.4091,100.0,Auto,29,120
2018-05-05T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.1275,0.7877,4.2185,4.25,37.1417,0.1961,0.6118,2202.4557,15.4375,100.0,Auto,30,120
2018-05-05T14:00:00+00:00,PIC-001,Pressure,Recipe A,4.269,0.9216,4.1015,4.25,37.3742,0.2287,0.7563,2722.8101,14.645,100.0,Auto,33,120
2018-05-05T15:00:00+00:00,PIC-001,Pressure,Recipe A,4.1945,1.2832,5.5473,4.25,36.8867,0.4913,1.0876,3915.2781,15.6557,100.0,Auto,23,120
2018-05-05T16:00:00+00:00,PIC-001,Pressure,Recipe A,4.2041,0.8824,5.3631,4.25,37.5159,0.2284,0.7067,2544.022,17.2537,100.0,Auto,40,120
2018-05-05T17:00:00+00:00,PIC-001,Pressure,Recipe A,4.3715,0.9794,4.457,4.25,37.9327,0.303,0.8034,2892.1552,16.146,100.0,Auto,31,120
2018-05-05T18:00:00+00:00,PIC-001,Pressure,Recipe A,4.1299,0.8948,4.4613,4.25,37.7393,0.2106,0.7146,2572.5309,19.7142,100.0,Auto,46,120
2018-05-05T19:00:00+00:00,PIC-001,Pressure,Recipe A,4.5847,0.8772,4.5827,4.25,36.9888,0.2442,0.7919,2850.6903,16.8428,100.0,Auto,36,120
2018-05-05T20:00:00+00:00,PIC-001,Pressure,Recipe A,4.1373,0.9231,3.8543,4.25,36.692,0.256,0.7776,2799.3546,16.5762,100.0,Auto,26,120
2018-05-05T21:00:00+00:00,PIC-001,Pressure,Recipe A,4.2066,0.8595,4.8232,4.25,37.4696,0.2894,0.6759,2433.267,15.9773,100.0,Auto,37,120
2018-05-05T22:00:00+00:00,PIC-001,Pressure,Recipe A,4.0787,0.8088,3.3145,4.25,37.2668,0.3254,0.6954,2503.2786,14.147,100.0,Auto,30,120
2018-05-05T23:00:00+00:00,PIC-001,Pressure,Recipe A,4.2156,0.9796,4.8255,4.25,37.8617,0.24,0.7943,2859.4333,16.9806,100.0,Auto,33,120
2018-05-06T00:00:00+00:00,PIC-001,Pressure,Recipe A,3.8867,0.886,4.5783,4.25,38.398,0.4808,0.7406,2666.2195,17.2702,100.0,Auto,36,120
2018-05-06T01:00:00+00:00,PIC-001,Pressure,Recipe A,4.6381,0.8411,4.3399,4.25,37.9965,0.3381,0.7401,2664.4971,16.5937,100.0,Auto,44,120
2018-05-06T02:00:00+00:00,PIC-001,Pressure,Recipe A,4.1665,1.1367,5.0596,4.25,38.1758,0.337,0.9373,3374.3716,17.4337,100.0,Auto,31,120
2018-05-06T03:00:00+00:00,PIC-001,Pressure,Recipe A,4.0446,0.8264,4.1578,4.25,37.9034,0.2958,0.6822,2456.0367,16.7649,100.0,Auto,41,120
2018-05-06T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.2789,0.7933,3.7372,4.25,38.307,0.2018,0.653,2350.769,15.5986,100.0,Auto,31,120
2018-05-06T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.4456,1.0465,4.8211,4.25,37.6279,0.292,0.8786,3162.8483,17.3886,100.0,Auto,37,120
2018-05-06T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2845,0.7917,3.5552,4.25,37.7354,0.1847,0.6775,2439.0827,16.7445,100.0,Auto,42,120
2018-05-06T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.0334,0.8943,4.9425,4.25,38.0552,0.3515,0.6972,2510.0234,19.0616,100.0,Auto,46,120
2018-05-06T08:00:00+00:00,PIC-001,Pressure,Recipe A,4.6467,0.8794,4.4613,4.25,37.6705,0.2562,0.7816,2813.6576,15.8914,100.0,Auto,31,120
2018-05-06T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.5512,1.1139,5.9094,4.25,36.5569,0.4883,0.9488,3415.8241,18.705,100.0,Auto,31,120
2018-05-06T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.4884,1.0322,5.064,4.25,36.5029,0.4198,0.8222,2959.8943,14.8498,100.0,Auto,30,120
2018-05-06T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.1805,0.9058,4.5783,4.25,36.1596,0.243,0.7241,2606.7323,15.9878,100.0,Auto,30,120
2018-05-06T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.2588,0.8483,4.7919,4.25,35.3347,0.2256,0.6794,2445.945,14.7228,100.0,Auto,26,120
2018-05-06T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.3644,0.6687,3.4652,4.25,35.4893,0.1571,0.5349,1925.6748,14.0271,100.0,Auto,45,120
2018-05-06T14:00:00+00:00,PIC-001,Pressure,Recipe A,4.2995,0.7674,3.4944,4.25,35.1251,0.2541,0.6449,2321.5887,14.3209,100.0,Auto,34,120
2018-05-06T15:00:00+00:00,PIC-001,Pressure,Recipe A,4.4054,0.8677,5.2753,4.25,35.1601,0.2035,0.6709,2415.0726,14.9182,100.0,Auto,38,120
2018-05-06T16:00:00+00:00,PIC-001,Pressure,Recipe A,3.7167,0.8499,3.8879,4.25,35.5983,0.479,0.7946,2860.3816,13.7436,100.0,Auto,25,120
2018-05-06T17:00:00+00:00,PIC-001,Pressure,Recipe A,4.6373,0.8218,3.8293,4.25,35.7279,0.4341,0.7266,2615.8616,14.0504,100.0,Auto,31,120
2018-05-06T18:00:00+00:00,PIC-001,Pressure,Recipe A,3.9653,1.1103,4.91,4.25,35.368,0.5297,0.9771,3517.4277,15.4404,100.0,Auto,19,120
2018-05-06T19:00:00+00:00,PIC-001,Pressure,Recipe A,4.0055,1.2241,5.8497,4.25,36.3482,0.3912,0.9975,3591.0678,15.7174,100.0,Auto,30,120
2018-05-06T20:00:00+00:00,PIC-001,Pressure,Recipe A,4.527,1.111,5.5744,4.25,36.3414,0.3088,0.8961,3226.068,16.6677,100.0,Auto,31,120
2018-05-06T21:00:00+00:00,PIC-001,Pressure,Recipe A,4.5866,1.1584,5.3361,4.25,34.9015,0.2984,0.9827,3537.7611,14.0725,100.0,Auto,21,120
2018-05-06T22:00:00+00:00,PIC-001,Pressure,Recipe A,3.9645,0.9051,4.7311,4.25,35.8927,0.257,0.7295,2626.1476,13.8388,100.0,Auto,22,120
2018-05-06T23:00:00+00:00,PIC-001,Pressure,Recipe A,4.161,0.7769,4.0678,4.25,36.2193,0.2297,0.6273,2258.1062,15.6206,100.0,Auto,39,120
2018-05-07T00:00:00+00:00,PIC-001,Pressure,Recipe A,3.9741,0.9353,4.3996,4.25,37.0548,0.2309,0.7464,2686.97,13.971,100.0,Auto,29,120
2018-05-07T01:00:00+00:00,PIC-001,Pressure,Recipe A,3.9792,0.7464,4.0082,4.25,37.3407,0.2532,0.6263,2254.7328,15.2869,100.0,Auto,40,120
2018-05-07T02:00:00+00:00,PIC-001,Pressure,Recipe A,4.1731,0.7222,3.553,4.25,37.7348,0.1777,0.6011,2163.7822,15.4533,100.0,Auto,37,120
2018-05-07T03:00:00+00:00,PIC-001,Pressure,Recipe A,4.1743,0.7552,3.6776,4.25,37.907,0.2319,0.6255,2251.8709,15.3725,100.0,Auto,43,120
2018-05-07T04:00:00+00:00,PIC-001,Pressure,Recipe A,4.5304,1.0096,4.3984,4.25,37.6382,0.2749,0.8958,3224.906,13.1901,100.0,Auto,19,120
2018-05-07T05:00:00+00:00,PIC-001,Pressure,Recipe A,4.1139,0.7999,3.436,4.25,37.468,0.225,0.6418,2310.4246,14.0692,100.0,Auto,32,120
2018-05-07T06:00:00+00:00,PIC-001,Pressure,Recipe A,4.2386,0.8392,4.432,4.25,37.9158,0.213,0.698,2512.7656,13.9387,100.0,Auto,26,120
2018-05-07T07:00:00+00:00,PIC-001,Pressure,Recipe A,4.3649,0.9764,4.2477,4.25,37.7556,0.2834,0.8133,2927.8485,15.0504,100.0,Auto,22,120
2018-05-07T08:00:00+00:00,PIC-001,Pressure,Recipe A,3.9539,0.969,4.4298,4.25,37.463,0.4092,0.8174,2942.5694,15.6455,100.0,Auto,37,120
2018-05-07T09:00:00+00:00,PIC-001,Pressure,Recipe A,4.4016,0.9567,4.5827,4.25,37.6897,0.2421,0.8067,2904.1656,13.8369,100.0,Auto,22,120
2018-05-07T10:00:00+00:00,PIC-001,Pressure,Recipe A,4.6631,0.7544,4.0082,4.25,37.0951,0.4161,0.7083,2550.0246,13.8628,100.0,Auto,42,120
2018-05-07T11:00:00+00:00,PIC-001,Pressure,Recipe A,4.2966,0.7827,3.8565,4.25,36.5648,0.218,0.6427,2313.8903,13.8153,100.0,Auto,37,120
2018-05-07T12:00:00+00:00,PIC-001,Pressure,Recipe A,4.0933,0.933,4.1892,4.25,36.9135,0.2515,0.7646,2752.6623,12.7576,100.0,Auto,28,120
2018-05-07T13:00:00+00:00,PIC-001,Pressure,Recipe A,4.1325,0.7385,3.2235,4.25,37.1419,0.1886,0.595,2141.824,13.958,100.0,Auto,34,120
